date,mcx_gold
2016-01-11,26264.0
2016-01-12,26334.0
2016-01-13,26186.0
2016-01-14,26186.0
2016-01-15,26373.0
2016-01-18,26731.0
2016-01-19,26808.0
2016-01-20,26575.0
2016-01-21,26575.0
2016-01-22,26778.0
2016-01-25,27052.0
2016-01-26,27221.0
2016-01-27,27486.0
2016-01-28,27486.0
2016-01-29,27789.0
2016-02-01,28199.0
2016-02-02,28934.0
2016-02-03,29305.0
2016-02-04,29305.0
2016-02-05,28459.0
2016-02-08,28473.0
2016-02-09,28560.0
2016-02-10,28918.0
2016-02-11,28918.0
2016-02-12,28598.0
2016-02-15,29154.0
2016-02-16,29177.0
2016-02-17,29187.0
2016-02-18,29187.0
2016-02-19,29181.0
2016-02-22,28800.0
2016-02-23,28977.0
2016-02-24,29450.0
2016-02-25,29450.0
2016-02-26,29450.0
2016-02-29,29080.0
2016-03-01,29080.0
2016-03-02,29080.0
2016-03-03,29080.0
2016-03-04,29080.0
2016-03-07,29080.0
2016-03-08,29080.0
2016-03-09,29080.0
2016-03-10,29080.0
2016-03-11,29080.0
2016-03-14,29080.0
2016-03-15,29080.0
2016-03-16,29080.0
2016-03-17,29080.0
2016-03-18,29080.0
2016-03-21,29080.0
2016-03-22,29080.0
2016-03-23,29080.0
2016-03-24,29080.0
2016-03-25,29080.0
2016-03-28,29080.0
2016-03-29,29080.0
2016-03-30,29080.0
2016-03-31,29080.0
2016-04-01,29080.0
2016-04-04,29080.0
2016-04-05,28901.0
2016-04-06,28901.0
2016-04-07,28901.0
2016-04-08,28901.0
2016-04-11,28901.0
2016-04-12,29240.0
2016-04-13,29479.0
2016-04-14,29320.0
2016-04-15,29320.0
2016-04-18,29062.0
2016-04-19,29304.0
2016-04-20,29501.0
2016-04-21,29918.0
2016-04-22,29918.0
2016-04-25,30149.0
2016-04-26,29986.0
2016-04-27,29925.0
2016-04-28,30003.0
2016-04-29,30003.0
2016-05-02,29746.0
2016-05-03,29885.0
2016-05-04,29735.0
2016-05-05,29880.0
2016-05-06,29880.0
2016-05-09,29861.0
2016-05-10,29850.0
2016-05-11,29667.0
2016-05-12,29729.0
2016-05-13,29729.0
2016-05-16,29493.0
2016-05-17,28980.0
2016-05-18,29003.0
2016-05-19,28802.0
2016-05-20,28802.0
2016-05-23,28615.0
2016-05-24,28742.0
2016-05-25,28678.0
2016-05-26,28616.0
2016-05-27,28616.0
2016-05-30,28927.0
2016-05-31,29069.0
2016-06-01,29154.0
2016-06-02,29167.0
2016-06-03,29167.0
2016-06-06,29892.0
2016-06-07,29873.0
2016-06-08,30598.0
2016-06-09,29939.0
2016-06-10,29939.0
2016-06-13,29952.0
2016-06-14,29680.0
2016-06-15,29639.0
2016-06-16,30971.0
2016-06-17,30971.0
2016-06-20,30698.0
2016-06-21,30597.0
2016-06-22,30539.0
2016-06-23,30980.0
2016-06-24,30980.0
2016-06-27,31095.0
2016-06-28,31095.0
2016-06-29,31529.0
2016-06-30,31204.0
2016-07-01,31204.0
2016-07-04,31139.0
2016-07-05,31012.0
2016-07-06,30753.0
2016-07-07,30889.0
2016-07-08,30889.0
2016-07-11,30851.0
2016-07-12,30742.0
2016-07-13,30699.0
2016-07-14,30754.0
2016-07-15,30754.0
2016-07-18,30764.0
2016-07-19,30777.0
2016-07-20,31025.0
2016-07-21,30939.0
2016-07-22,30939.0
2016-07-25,31283.0
2016-07-26,31383.0
2016-07-27,31182.0
2016-07-28,31285.0
2016-07-29,31285.0
2016-08-01,30895.0
2016-08-02,31180.0
2016-08-03,31225.0
2016-08-04,31018.0
2016-08-05,31018.0
2016-08-08,31295.0
2016-08-09,31073.0
2016-08-10,31073.0
2016-08-11,31252.0
2016-08-12,31252.0
2016-08-15,31280.0
2016-08-16,31281.0
2016-08-17,31281.0
2016-08-18,31066.0
2016-08-19,31066.0
2016-08-22,31014.0
2016-08-23,30814.0
2016-08-24,30703.0
2016-08-25,30761.0
2016-08-26,30761.0
2016-08-29,31030.0
2016-08-30,31278.0
2016-08-31,31240.0
2016-09-01,31191.0
2016-09-02,31191.0
2016-09-05,31191.0
2016-09-06,31191.0
2016-09-07,31073.0
2016-09-08,31115.0
2016-09-09,30920.0
2016-09-12,30967.0
2016-09-13,30982.0
2016-09-14,31106.0
2016-09-15,31263.0
2016-09-16,31316.0
2016-09-19,31305.0
2016-09-20,31227.0
2016-09-21,31038.0
2016-09-22,31096.0
2016-09-23,31175.0
2016-09-26,30940.0
2016-09-27,30725.0
2016-09-28,30033.0
2016-09-29,29959.0
2016-09-30,29783.0
2016-10-03,29863.0
2016-10-04,29863.0
2016-10-05,29863.0
2016-10-06,29940.0
2016-10-07,29752.0
2016-10-10,29738.0
2016-10-11,29845.0
2016-10-12,29957.0
2016-10-13,30011.0
2016-10-14,29950.0
2016-10-17,29959.0
2016-10-18,30002.0
2016-10-19,30095.0
2016-10-20,30072.0
2016-10-21,30049.0
2016-10-24,30049.0
2016-10-25,30049.0
2016-10-26,30551.0
2016-10-27,30477.0
2016-10-28,30421.0
2016-10-31,30292.0
2016-11-01,30292.0
2016-11-02,30648.0
2016-11-03,30389.0
2016-11-04,30389.0
2016-11-07,29949.0
2016-11-08,29808.0
2016-11-09,29666.0
2016-11-10,29354.0
2016-11-11,29354.0
2016-11-14,29409.0
2016-11-15,29391.0
2016-11-16,29013.0
2016-11-17,28820.0
2016-11-18,28820.0
2016-11-21,28891.0
2016-11-22,28837.0
2016-11-23,28356.0
2016-11-24,28401.0
2016-11-25,28401.0
2016-11-28,28249.0
2016-11-29,28233.0
2016-11-30,28131.0
2016-12-01,28070.0
2016-12-02,28070.0
2016-12-05,27844.0
2016-12-06,27857.0
2016-12-07,27335.0
2016-12-08,27305.0
2016-12-09,27305.0
2016-12-12,27305.0
2016-12-13,27343.0
2016-12-14,27208.0
2016-12-15,27221.0
2016-12-16,27221.0
2016-12-19,27562.0
2016-12-20,27532.0
2016-12-21,27671.0
2016-12-22,27830.0
2016-12-23,27830.0
2016-12-26,27791.0
2016-12-27,28092.0
2016-12-28,28159.0
2016-12-29,28302.0
2016-12-30,28302.0
2017-01-02,28507.0
2017-01-03,28678.0
2017-01-04,28891.0
2017-01-05,28809.0
2017-01-06,28809.0
2017-01-09,29215.0
2017-01-10,29203.0
2017-01-11,29053.0
2017-01-12,29024.0
2017-01-13,29024.0
2017-01-16,29259.0
2017-01-17,29092.0
2017-01-18,29092.0
2017-01-19,28696.0
2017-01-20,28696.0
2017-01-23,29008.0
2017-01-24,29030.0
2017-01-25,29207.0
2017-01-26,28977.0
2017-01-27,28977.0
2017-01-30,29305.0
2017-01-31,29376.0
2017-02-01,29366.0
2017-02-02,29015.0
2017-02-03,29015.0
2017-02-06,29112.0
2017-02-07,29042.0
2017-02-08,29341.0
2017-02-09,29412.0
2017-02-10,29412.0
2017-02-13,29171.0
2017-02-14,29309.0
2017-02-15,29300.0
2017-02-16,29300.0
2017-02-17,29300.0
2017-02-20,29591.0
2017-02-21,29464.0
2017-02-22,29397.0
2017-02-23,29126.0
2017-02-24,29126.0
2017-02-27,28978.0
2017-02-28,28802.0
2017-03-01,28662.0
2017-03-02,28430.0
2017-03-03,28430.0
2017-03-06,28333.0
2017-03-07,28084.0
2017-03-08,28491.0
2017-03-09,28487.0
2017-03-10,28487.0
2017-03-13,28423.0
2017-03-14,28793.0
2017-03-15,28870.0
2017-03-16,28787.0
2017-03-17,28787.0
2017-03-20,28834.0
2017-03-21,28733.0
2017-03-22,28697.0
2017-03-23,28527.0
2017-03-24,28527.0
2017-03-27,28527.0
2017-03-28,28817.0
2017-03-29,28796.0
2017-03-30,28845.0
2017-03-31,28845.0
2017-04-03,28814.0
2017-04-04,29140.0
2017-04-05,29313.0
2017-04-06,29313.0
2017-04-07,29313.0
2017-04-10,29416.0
2017-04-11,29322.0
2017-04-12,29249.0
2017-04-13,29320.0
2017-04-14,29320.0
2017-04-17,29076.0
2017-04-18,28972.0
2017-04-19,28836.0
2017-04-20,28804.0
2017-04-21,28887.0
2017-04-24,28887.0
2017-04-25,28634.0
2017-04-26,28563.0
2017-04-27,28184.0
2017-04-28,28227.0
2017-05-01,28161.0
2017-05-02,28100.0
2017-05-03,28087.0
2017-05-04,27970.0
2017-05-05,28066.0
2017-05-08,28042.0
2017-05-09,28029.0
2017-05-10,28294.0
2017-05-11,28871.0
2017-05-12,28659.0
2017-05-15,28673.0
2017-05-16,28853.0
2017-05-17,28701.0
2017-05-18,28702.0
2017-05-19,28782.0
2017-05-22,28846.0
2017-05-23,28849.0
2017-05-24,28839.0
2017-05-25,28828.0
2017-05-26,28757.0
2017-05-29,29081.0
2017-05-30,29323.0
2017-05-31,29232.0
2017-06-01,29161.0
2017-06-02,28916.0
2017-06-05,28878.0
2017-06-06,28720.0
2017-06-07,28822.0
2017-06-08,28703.0
2017-06-09,28657.0
2017-06-12,28558.0
2017-06-13,28531.0
2017-06-14,28567.0
2017-06-15,28702.0
2017-06-16,28753.0
2017-06-19,28753.0
2017-06-20,28738.0
2017-06-21,28797.0
2017-06-22,28782.0
2017-06-23,28803.0
2017-06-26,28292.0
2017-06-27,28149.0
2017-06-28,28066.0
2017-06-29,28135.0
2017-06-30,28009.0
2017-07-03,27719.0
2017-07-04,27772.0
2017-07-05,27878.0
2017-07-06,27936.0
2017-07-07,27850.0
2017-07-10,28036.0
2017-07-11,28188.0
2017-07-12,28198.0
2017-07-13,28165.0
2017-07-14,28320.0
2017-07-17,28539.0
2017-07-18,28423.0
2017-07-19,28327.0
2017-07-20,28327.0
2017-07-21,28443.0
2017-07-24,28513.0
2017-07-25,28544.0
2017-07-26,28467.0
2017-07-27,28374.0
2017-07-28,28554.0
2017-07-31,28554.0
2017-08-01,28447.0
2017-08-02,28560.0
2017-08-03,28901.0
2017-08-04,29002.0
2017-08-07,28901.0
2017-08-08,28901.0
2017-08-09,28726.0
2017-08-10,28989.0
2017-08-11,29134.0
2017-08-14,28944.0
2017-08-15,28919.0
2017-08-16,28975.0
2017-08-17,28879.0
2017-08-18,28879.0
2017-08-21,29140.0
2017-08-22,29636.0
2017-08-23,29601.0
2017-08-24,29456.0
2017-08-25,29742.0
2017-08-28,30165.0
2017-08-29,30151.0
2017-08-30,30205.0
2017-08-31,30164.0
2017-09-01,30388.0
2017-09-04,30092.0
2017-09-05,29876.0
2017-09-06,30001.0
2017-09-07,29972.0
2017-09-08,29925.0
2017-09-11,29723.0
2017-09-12,29661.0
2017-09-13,29753.0
2017-09-14,29576.0
2017-09-15,29551.0
2017-09-18,29713.0
2017-09-19,30127.0
2017-09-20,29828.0
2017-09-21,29667.0
2017-09-22,29692.0
2017-09-25,29692.0
2017-09-26,29434.0
2017-09-27,29428.0
2017-09-28,29405.0
2017-09-29,29337.0
2017-10-02,29594.0
2017-10-03,29732.0
2017-10-04,29659.0
2017-10-05,29732.0
2017-10-06,29675.0
2017-10-09,29868.0
2017-10-10,29671.0
2017-10-11,29611.0
2017-10-12,29611.0
2017-10-13,29611.0
2017-10-16,29611.0
2017-10-17,29611.0
2017-10-18,29372.0
2017-10-19,29393.0
2017-10-20,29258.0
2017-10-23,29269.0
2017-10-24,29333.0
2017-10-25,29264.0
2017-10-26,29206.0
2017-10-27,29167.0
2017-10-30,29123.0
2017-10-31,29312.0
2017-11-01,29382.0
2017-11-02,29391.0
2017-11-03,29501.0
2017-11-06,29514.0
2017-11-07,29397.0
2017-11-08,29544.0
2017-11-09,29426.0
2017-11-10,29461.0
2017-11-13,29634.0
2017-11-14,29434.0
2017-11-15,29429.0
2017-11-16,29499.0
2017-11-17,29447.0
2017-11-20,29469.0
2017-11-21,29453.0
2017-11-22,29441.0
2017-11-23,29236.0
2017-11-24,29176.0
2017-11-27,29086.0
2017-11-28,29068.0
2017-11-29,28977.0
2017-11-30,28742.0
2017-12-01,28492.0
2017-12-04,28535.0
2017-12-05,28443.0
2017-12-06,28411.0
2017-12-07,28411.0
2017-12-08,28585.0
2017-12-11,28555.0
2017-12-12,28629.0
2017-12-13,28630.0
2017-12-14,28676.0
2017-12-15,28686.0
2017-12-18,28686.0
2017-12-19,28883.0
2017-12-20,29092.0
2017-12-21,29250.0
2017-12-22,29252.0
2017-12-25,29252.0
2017-12-26,29363.0
2017-12-27,29374.0
2017-12-28,29434.0
2017-12-29,29341.0
2018-01-01,29341.0
2018-01-02,29492.0
2018-01-03,29499.0
2018-01-04,29563.0
2018-01-05,29606.0
2018-01-08,29606.0
2018-01-09,29838.0
2018-01-10,30056.0
2018-01-11,30094.0
2018-01-12,29891.0
2018-01-15,29891.0
2018-01-16,29965.0
2018-01-17,30058.0
2018-01-18,30239.0
2018-01-19,30489.0
2018-01-22,30489.0
2018-01-23,30223.0
2018-01-24,30305.0
2018-01-25,30207.0
2018-01-26,30286.0
2018-01-29,30286.0
2018-01-30,30267.0
2018-01-31,30433.0
2018-02-01,30182.0
2018-02-02,29881.0
2018-02-05,29881.0
2018-02-06,30063.0
2018-02-07,30063.0
2018-02-08,30200.0
2018-02-09,30542.0
2018-02-12,30542.0
2018-02-13,30635.0
2018-02-14,30567.0
2018-02-15,30393.0
2018-02-16,30384.0
2018-02-19,30384.0
2018-02-20,30573.0
2018-02-21,30496.0
2018-02-22,30398.0
2018-02-23,30269.0
2018-02-26,30269.0
2018-02-27,30488.0
2018-02-28,30438.0
2018-03-01,30565.0
2018-03-02,30459.0
2018-03-05,30459.0
2018-03-06,30271.0
2018-03-07,30238.0
2018-03-08,30375.0
2018-03-09,30320.0
2018-03-12,30320.0
2018-03-13,30154.0
2018-03-14,30251.0
2018-03-15,30300.0
2018-03-16,30495.0
2018-03-19,30495.0
2018-03-20,30756.0
2018-03-21,30718.0
2018-03-22,30630.0
2018-03-23,30630.0
2018-03-26,30630.0
2018-03-27,30443.0
2018-03-28,30684.0
2018-03-29,30844.0
2018-03-30,30844.0
2018-04-02,30396.0
2018-04-03,30396.0
2018-04-04,30526.0
2018-04-05,30624.0
2018-04-06,31023.0
2018-04-09,30874.0
2018-04-10,30874.0
2018-04-11,31049.0
2018-04-12,31099.0
2018-04-13,31276.0
2018-04-16,31298.0
2018-04-17,31298.0
2018-04-18,31213.0
2018-04-19,31131.0
2018-04-20,31304.0
2018-04-23,31190.0
2018-04-24,31190.0
2018-04-25,31033.0
2018-04-26,31033.0
2018-04-27,30918.0
2018-04-30,31003.0
2018-05-01,31003.0
2018-05-02,31191.0
2018-05-03,31082.0
2018-05-04,31143.0
2018-05-07,31379.0
2018-05-08,31379.0
2018-05-09,31427.0
2018-05-10,31342.0
2018-05-11,30954.0
2018-05-14,30921.0
2018-05-15,30921.0
2018-05-16,30881.0
2018-05-17,31065.0
2018-05-18,31176.0
2018-05-21,31171.0
2018-05-22,31171.0
2018-05-23,30901.0
2018-05-24,31185.0
2018-05-25,30924.0
2018-05-28,30764.0
2018-05-29,30764.0
2018-05-30,30716.0
2018-05-31,30623.0
2018-06-01,30660.0
2018-06-04,31027.0
2018-06-05,31027.0
2018-06-06,30781.0
2018-06-07,30858.0
2018-06-08,30385.0
2018-06-11,31068.0
2018-06-12,31068.0
2018-06-13,30693.0
2018-06-14,30757.0
2018-06-15,30589.0
2018-06-18,30484.0
2018-06-19,30484.0
2018-06-20,30540.0
2018-06-21,30394.0
2018-06-22,30536.0
2018-06-25,30341.0
2018-06-26,30341.0
2018-06-27,30348.0
2018-06-28,30282.0
2018-06-29,30510.0
2018-07-02,30540.0
2018-07-03,30540.0
2018-07-04,30622.0
2018-07-05,30399.0
2018-07-06,30403.0
2018-07-09,30080.0
2018-07-10,30080.0
2018-07-11,30172.0
2018-07-12,30044.0
2018-07-13,29729.0
2018-07-16,29849.0
2018-07-17,29849.0
2018-07-18,29948.0
2018-07-19,29897.0
2018-07-20,29904.0
2018-07-23,29722.0
2018-07-24,29722.0
2018-07-25,29773.0
2018-07-26,29660.0
2018-07-27,29664.0
2018-07-30,29428.0
2018-07-31,29428.0
2018-08-01,29491.0
2018-08-02,29521.0
2018-08-03,29418.0
2018-08-06,29477.0
2018-08-07,29477.0
2018-08-08,29674.0
2018-08-09,29541.0
2018-08-10,29541.0
2018-08-13,29361.0
2018-08-14,29361.0
2018-08-15,29381.0
2018-08-16,29529.0
2018-08-17,29529.0
2018-08-20,29561.0
2018-08-21,29561.0
2018-08-22,29869.0
2018-08-23,30097.0
2018-08-24,30048.0
2018-08-27,30226.0
2018-08-28,30226.0
2018-08-29,30226.0
2018-08-30,30191.0
2018-08-31,30274.0
2018-09-03,30402.0
2018-09-04,30402.0
2018-09-05,30402.0
2018-09-06,30605.0
2018-09-07,30478.0
2018-09-10,30558.0
2018-09-11,30558.0
2018-09-12,30614.0
2018-09-13,30737.0
2018-09-14,30722.0
2018-09-17,30697.0
2018-09-18,30697.0
2018-09-19,30664.0
2018-09-20,30728.0
2018-09-21,30672.0
2018-09-24,30296.0
2018-09-25,30296.0
2018-09-26,30499.0
2018-09-27,30499.0
2018-09-28,30997.0
2018-10-01,31216.0
2018-10-02,31216.0
2018-10-03,31156.0
2018-10-04,31049.0
2018-10-05,31021.0
2018-10-08,31565.0
2018-10-09,31565.0
2018-10-10,31892.0
2018-10-11,31799.0
2018-10-12,31722.0
2018-10-15,31706.0
2018-10-16,31706.0
2018-10-17,31607.0
2018-10-18,31909.0
2018-10-19,31692.0
2018-10-22,31868.0
2018-10-23,31868.0
2018-10-24,31784.0
2018-10-25,31688.0
2018-10-26,31698.0
2018-10-29,31565.0
2018-10-30,31565.0
2018-10-31,31739.0
2018-11-01,31773.0
2018-11-02,31773.0
2018-11-05,31773.0
2018-11-06,31773.0
2018-11-07,31200.0
2018-11-08,30898.0
2018-11-09,30759.0
2018-11-12,30912.0
2018-11-13,30912.0
2018-11-14,30918.0
2018-11-15,30913.0
2018-11-16,30862.0
2018-11-19,30862.0
2018-11-20,30862.0
2018-11-21,30705.0
2018-11-22,30673.0
