date,High,Low
2021-02-03,43226.37059546874,42930.75009668765
2021-02-04,42978.92747679246,41820.12664894903
2021-02-05,42520.62348288778,41990.7282236586
2021-02-08,43086.73041209377,42436.9234973556
2021-02-09,43189.70511629613,42894.47672819082
2021-02-10,43353.120298859496,43022.89613709068
2021-02-11,43219.15540051762,42654.61307531583
2021-02-12,42747.524394360764,42319.46322681041
2021-02-15,42709.33335476714,42281.65462108238
2021-02-16,42617.91222043864,41774.155737998175
2021-02-17,41859.70866231047,41370.87598250442
2021-02-18,41685.91677664187,41251.445721542594
2021-02-19,41755.99284525151,41211.737089891474
2021-02-22,42136.29781209623,41581.56503287411
2021-02-23,42202.61852800303,41855.453492143046
2021-02-24,42000.44690544428,41781.81515462064
2021-02-25,41960.61298567685,41138.63091727927
2021-02-26,41764.04887322707,40597.24647938599
2021-03-01,41311.05824103397,40679.68832810089
2021-03-02,40880.00795371278,40304.46516554765
2021-03-03,40503.522039445925,39827.839310688505
2021-03-04,40216.319956981766,39813.546206569525
2021-03-05,39937.556062822514,39561.89415982125
2021-03-08,40165.60155238226,39419.00105232392
2021-03-09,40270.45637950713,39513.11273619478
2021-03-10,40389.42732494779,40110.458630057714
2021-03-11,40731.690163486426,40326.130319641605
2021-03-12,40310.82514829521,39760.86614046651
2021-03-15,40358.19562735102,40146.140318312246
2021-03-16,40443.82361188941,40259.55278344881
2021-03-17,40818.8797816586,40247.448109981786
2021-03-18,40813.698391300604,40149.13210454831
2021-03-19,40619.946250114284,40419.43508271464
2021-03-22,40436.29154078225,40436.29154078225
2021-03-23,40159.91575341136,40159.91575341136
2021-03-24,40426.06966144787,40300.09484463163
2021-03-25,40467.893791367365,40264.76160239201
2021-03-26,40380.499930745646,40126.40483881404
2021-03-29,39911.93562775808,39911.93562775808
2021-03-30,40406.75461230217,39555.01872779591
2021-03-31,40284.92165510193,39408.13935730705
2021-04-01,40637.51461087861,40110.975223037
2021-04-02,40637.51461087861,40110.975223037
2021-04-05,40762.93871136638,40579.12189610519
2021-04-06,41186.11075440415,40763.57959473386
2021-04-07,41778.07058984708,41562.31191317082
2021-04-08,42154.7526805665,41593.647878578995
2021-04-09,42075.65952701106,41655.095201452845
2021-04-12,42006.76697631936,41666.52139958689
2021-04-13,42153.96380870239,41555.52065446093
2021-04-14,42129.83308386435,41811.30574861514
2021-04-15,42588.238969660866,41918.54322526897
2021-04-16,42540.13937338242,42315.425493816576
2021-04-19,43057.17362997733,42597.352011228635
2021-04-20,42791.826452526635,42507.718182841156
