date,actual_close,point_forecast,pred_lo,pred_hi,actual_ret,pred_ret,signal_scheme_1prime,blocked,tc_cost,pnl
2024-03-04,82808.0,82478.40614274358,76725.981143093,79929.2927486061,0.0,-0.003988159726001151,-0.0,1,0.0,-0.0
2024-03-05,82808.0,82323.2479178033,76596.17496188273,79796.465893644,0.0,-0.005871129550163675,-0.0,1,0.0,-0.0
2024-03-06,82808.0,82376.62991985728,76670.72906184377,79855.76855260314,0.0,-0.0052228958705262596,-0.0,1,0.0,-0.0
2024-03-07,81319.0,82438.92373747003,77086.69565228463,80282.41126880885,-0.018144983494798036,-0.004466974245452121,-0.0,1,0.0,0.0
2024-03-08,82054.0,82768.35409144522,77179.06216191525,80405.039375596,0.008997875522899636,0.017666099785466533,0.0,1,0.0,0.0
2024-03-11,83118.0,83539.69349716957,78085.9558630184,81282.91815193451,0.0128837177942463,0.01794432301774162,0.0,1,0.0,0.0
2024-03-12,86002.0,84530.25960448722,78497.1076227672,81738.59998794865,0.03410926689325203,0.016848287184425867,0.0,1,0.0,0.0
2024-03-13,86002.0,85348.33465452143,79055.21409400251,82309.58326925781,0.0,-0.0076296147033580695,-0.0,1,0.0,-0.0
2024-03-14,86002.0,86271.44242094556,79452.19835481037,82691.01488605131,0.0,0.003128080995706153,0.0,1,0.0,0.0
2024-03-15,86002.0,86688.18606369213,79949.60014605756,83155.60951787468,0.0,0.007947060463752792,0.0,1,0.0,0.0
2024-03-18,87423.0,87142.19606410895,80650.7802166038,83834.5049478703,0.01638785413921245,0.01317067013665019,0.0,1,0.0,0.0
2024-03-19,87197.0,87680.56085867716,81039.57283423614,84303.10843817663,-0.0025884792828719766,0.0029418138976064355,0.0,1,0.0,-0.0
2024-03-20,88588.0,87985.32412512439,81322.20673979788,84586.17068524628,0.015826481604209564,0.009000102611531915,0.0,1,0.0,0.0
2024-03-21,88560.0,88358.95184257234,81577.39413674665,84823.77041472984,-0.00031611985721745686,-0.0025888921280966407,-0.0,1,0.0,0.0
2024-03-22,88560.0,88638.46162872296,81830.63990051555,85043.48659170675,0.0,0.0008855791763605913,0.0,1,0.0,0.0
2024-03-25,88560.0,88895.96980661112,82213.83133140775,85477.56360456916,0.0,0.003786519082986409,0.0,1,0.0,0.0
2024-03-26,87518.0,89265.07280969564,82389.53017127776,85652.18773120904,-0.011835801907380717,0.007930001022034745,0.0,1,0.0,-0.0
2024-03-27,88369.0,89397.3604228833,82305.88608841997,85552.10180496078,0.009676742915399687,0.021246669779478373,0.0,1,0.0,0.0
2024-03-28,90489.0,89859.69584907542,82981.84393448275,86235.42220044773,0.02370706694872346,0.016728289508047868,0.0,1,0.0,0.0
