date,metal,avg_tone,avg_positive,avg_negative,avg_net_sentiment,article_count
2019-01-01,gold,0.65982990139968933,3.5846718591094833,2.9248419577097926,0.65982990139969067,50
2019-01-02,gold,1.6499451659870474,4.2909705157002751,2.6410253497132259,1.6499451659870492,59
2019-01-03,gold,2.0323945694554313,4.9373420216534534,2.9049474521980234,2.03239456945543,75
2019-01-04,gold,0.59812224192165786,3.7734462994402715,3.1753240575186137,0.59812224192165786,67
2019-01-05,gold,0.32563743862306749,3.3506713941757851,3.0250339555527179,0.32563743862306715,10
2019-01-06,gold,0.60532562093215825,3.7780538079482064,3.1727281870160486,0.6053256209321578,14
2019-01-07,gold,2.1649696949655861,4.9437687925663916,2.7787990976008041,2.1649696949655874,50
2019-01-07,silver,0.363636363636364,1.09090909090909,0.727272727272727,0.363636363636363,1
2019-01-08,gold,1.1800874094487688,4.2482257044889122,3.0681382950401437,1.1800874094487686,93
2019-01-09,gold,1.396575102541451,4.2048018349687695,2.8082267324273196,1.39657510254145,75
2019-01-10,gold,2.0136309452854881,3.7825248813401879,1.7688939360546996,2.0136309452854881,94
2019-01-11,gold,1.2695635648286625,3.5904637908098351,2.320900225981172,1.2695635648286632,77
2019-01-12,gold,1.6848497584602526,4.194968188580936,2.5101184301206851,1.6848497584602509,53
2019-01-13,gold,1.0477273393465971,4.2120837076406819,3.1643563682940861,1.0477273393465958,22
2019-01-14,gold,1.4274815279832349,4.2579491929073736,2.830467664924138,1.4274815279832356,77
2019-01-15,gold,1.6118967237062836,4.1596303584956482,2.5477336347893664,1.6118967237062818,70
2019-01-16,gold,1.4231283606887613,4.6703227130590124,3.2471943523702511,1.4231283606887613,76
2019-01-17,gold,1.0241267270175287,4.4927990128163966,3.4686722857988679,1.0241267270175287,66
2019-01-18,gold,0.619256681167013,3.8798697828325208,3.2606131016655082,0.6192566811670126,62
2019-01-19,gold,-1.2362295234552239,2.911461040652537,4.14769056410776,-1.2362295234552234,38
2019-01-20,gold,0.6627467761105803,4.6602617538779194,3.9975149777673407,0.66274677611057875,11
2019-01-21,gold,1.4210864734261912,4.2521197221716465,2.8310332487454564,1.42108647342619,41
2019-01-22,gold,0.87280065095447745,3.9735717579397138,3.1007711069852366,0.87280065095447723,56
2019-01-22,silver,0.182481751824818,0.547445255474453,0.364963503649635,0.18248175182481802,1
2019-01-23,gold,0.79715997110760783,4.1646990630223479,3.3675390919147405,0.79715997110760739,50
2019-01-23,silver,1.91532258064516,2.72177419354839,0.806451612903226,1.9153225806451641,1
2019-01-24,gold,0.87455167344915763,4.2423218422469633,3.367770168797807,0.8745516734491563,56
2019-01-25,gold,2.0355799188525783,4.7320713096069467,2.6964913907543688,2.0355799188525778,61
2019-01-26,gold,0.966140793458776,4.075292198978949,3.1091514055201737,0.96614079345877535,27
2019-01-27,gold,1.3275333642835072,4.0991650695026784,2.7716317052191717,1.3275333642835068,17
2019-01-28,gold,2.9839458653306359,4.9931741488180688,2.0092282834874298,2.983945865330639,56
2019-01-29,gold,1.6725056441188855,4.0633133740726119,2.3908077299537269,1.672505644118885,105
2019-01-30,gold,0.82888702475440978,4.3828933854247687,3.5540063606703582,0.82888702475441045,99
2019-01-31,gold,1.8287963006591044,4.317002808994105,2.4882065083350007,1.8287963006591044,128
2019-02-01,gold,1.0217858805513869,4.0628640964594025,3.0410782159080165,1.021785880551386,65
2019-02-01,silver,2.0030235759579735,3.4544824176439368,1.4514588416859566,2.00302357595798,3
2019-02-02,gold,2.5269199504688733,5.1258273173874054,2.5989073669185334,2.526919950468872,20
2019-02-03,gold,1.2312407515976891,4.17056410798396,2.9393233563862693,1.2312407515976909,18
2019-02-04,gold,1.8217233666459349,4.1758590747162705,2.3541357080703342,1.8217233666459363,48
2019-02-05,gold,2.8549083683394962,4.8162287912577559,1.9613204229182606,2.8549083683394954,47
2019-02-06,gold,0.43181558320141694,3.7568627677937827,3.3250471845923655,0.43181558320141722,53
2019-02-07,gold,1.0980458873251591,3.9191163151554682,2.82107042783031,1.0980458873251582,69
2019-02-07,silver,2.26480836236934,2.9616724738676,0.696864111498258,2.264808362369342,1
2019-02-08,gold,1.6958945235005738,4.2764340632032827,2.5805395397027091,1.6958945235005736,59
2019-02-09,gold,0.57806826843710535,3.5741471242311698,2.9960788557940639,0.5780682684371059,23
2019-02-10,gold,-0.2107127964359708,3.578066430769701,3.7887792272056684,-0.21071279643596741,24
2019-02-11,gold,1.0270623366816451,4.2042588607289648,3.1771965240473214,1.0270623366816434,77
2019-02-12,gold,1.2424548171319634,4.05730874387243,2.8148539267404646,1.2424548171319656,110
2019-02-13,gold,1.2739586198802229,4.1619906489550429,2.8880320290748211,1.2739586198802217,87
2019-02-14,gold,1.9110782357552452,4.4800543555790586,2.5689761198238146,1.911078235755244,79
2019-02-14,silver,-0.945874934314241,0.262743037309511,1.20861797162375,-0.945874934314239,1
2019-02-15,gold,1.9599371321119217,4.3924445497104125,2.43250741759849,1.9599371321119223,81
2019-02-16,gold,2.2775448330383981,4.399777869435467,2.1222330363970685,2.2775448330383985,38
2019-02-17,gold,2.4695753792789219,5.3159473553308008,2.846371976051878,2.4695753792789228,15
2019-02-18,gold,0.52834153811919227,4.0238295769297778,3.4954880388105862,0.5283415381191916,44
2019-02-19,gold,1.2119277894350173,3.8960111958165236,2.6840834063815056,1.211927789435018,93
2019-02-19,silver,1.76730486008837,2.79823269513991,1.03092783505155,1.76730486008836,1
2019-02-20,gold,0.94355255845526231,3.8199586146810529,2.87640605622579,0.94355255845526287,92
2019-02-20,silver,1.46341463414634,2.60162601626016,1.13821138211382,1.4634146341463399,1
2019-02-21,gold,0.433644055744871,3.2089978626758522,2.7753538069309807,0.43364405574487153,92
2019-02-22,gold,0.60457195619090454,3.8926354701964252,3.2880635140055205,0.60457195619090465,71
2019-02-23,gold,2.8159342164484391,4.7887609257426549,1.9728267092942153,2.8159342164484396,38
2019-02-24,gold,1.7104429029684827,4.6252821938470845,2.9148392908786023,1.7104429029684822,16
2019-02-25,gold,1.1648916836033965,3.5026760397888266,2.337784356185431,1.1648916836033956,100
2019-02-26,gold,1.2009034287203706,4.1552381139291521,2.9543346852087828,1.2009034287203693,46
2019-02-27,gold,0.16916583863822357,4.02884114284312,3.8596753042048957,0.16916583863822465,60
2019-02-28,gold,-0.10089328748842744,3.6078215829947484,3.7087148704831745,-0.10089328748842608,110
2019-03-01,gold,0.20774428652522986,3.7380358899452339,3.5302916034200047,0.20774428652522925,79
2019-03-02,gold,1.5747966379263658,4.39225845636803,2.817461818441664,1.5747966379263656,47
2019-03-03,gold,0.83966527534736035,3.7661037451714181,2.9264384698240566,0.83966527534736146,26
2019-03-03,silver,0.496894409937888,1.36645962732919,0.869565217391304,0.49689440993788603,1
2019-03-04,gold,0.85661559119595554,3.8664461281145743,3.0098305369186185,0.85661559119595587,58
2019-03-05,gold,2.33730824193998,4.8955934101373861,2.5582851681974055,2.3373082419399807,59
2019-03-06,gold,2.5603368859798605,4.786531119417301,2.2261942334374383,2.5603368859798628,51
2019-03-06,silver,2.3072060682680151,4.141348232127565,1.8341421638595474,2.3072060682680178,2
2019-03-07,gold,0.88463208264187909,3.7917736244403848,2.9071415417985063,0.88463208264187854,46
2019-03-07,silver,0.50251256281407,1.00502512562814,0.50251256281407,0.50251256281407,1
2019-03-08,gold,1.6559850389669537,4.3061763430057667,2.650191304038811,1.6559850389669557,63
2019-03-08,silver,-0.031649271338428514,0.573792019704651,0.60544129104308,-0.031649271338428986,2
2019-03-09,gold,0.91197923994377883,3.8477185467823558,2.9357393068385753,0.9119792399437805,30
2019-03-10,gold,0.87140766678652892,4.1030516147986056,3.2316439480120773,0.87140766678652826,28
2019-03-11,gold,0.89348419805109291,3.6241295071144282,2.7306453090633331,0.893484198051095,59
2019-03-11,silver,0.551181102362205,1.18110236220472,0.62992125984252,0.55118110236220008,1
2019-03-12,gold,0.49670409292874051,3.2303565986444354,2.7336525057156962,0.49670409292873918,71
2019-03-13,gold,1.7236831110996553,3.9520559213937529,2.2283728102941018,1.7236831110996511,44
2019-03-13,silver,4.73988439306358,4.97109826589595,0.23121387283237,4.73988439306358,1
2019-03-14,gold,0.6281410958002559,3.4703999286133271,2.8422588328130707,0.62814109580025645,60
2019-03-14,silver,1.59015060156491,2.1836525787362948,0.593501977171383,1.5901506015649118,2
2019-03-15,gold,1.4300403362573293,3.8944602310001808,2.4644198947428522,1.4300403362573286,59
2019-03-16,gold,2.4429533749755032,4.758926387927481,2.3159730129519782,2.4429533749755028,15
2019-03-17,gold,1.4341439734315831,4.4288957623280423,2.994751788896461,1.4341439734315813,15
2019-03-18,gold,2.0188573330735551,4.4300524512970627,2.4111951182235072,2.0188573330735555,67
2019-03-19,gold,0.5175770803388533,3.5613543106868457,3.0437772303479922,0.51757708033885352,67
2019-03-20,gold,1.1334133965627122,4.2119282593431562,3.0785148627804415,1.1334133965627147,75
2019-03-21,gold,1.3313420088822649,3.9319578137041638,2.6006158048218966,1.3313420088822672,26
2019-03-22,gold,1.8436740456075116,4.0965173221355817,2.25284327652807,1.8436740456075116,59
2019-03-22,silver,2.71154745208041,3.45956054230949,0.748013090229079,2.7115474520804108,1
2019-03-23,gold,0.817292829540906,4.3007848652263743,3.4834920356854671,0.81729282954090721,20
2019-03-24,gold,2.02746084689818,5.2651351251976415,3.237674278299461,2.0274608468981805,16
2019-03-25,gold,0.19211486522452856,4.1475718137129629,3.9554569484884325,0.19211486522453036,57
2019-03-26,gold,0.6867499163489571,4.0227987709773592,3.3360488546284035,0.68674991634895566,53
2019-03-27,gold,0.69144653795811717,3.7371456988224163,3.0456991608642991,0.69144653795811717,62
2019-03-27,silver,0.116822429906542,0.350467289719626,0.233644859813084,0.11682242990654199,2
2019-03-28,gold,1.0473521598882134,3.8773915550974465,2.8300393952092322,1.0473521598882143,67
2019-03-28,silver,-0.387296669248644,0.619674670797831,1.00697134004648,-0.38729666924864892,1
2019-03-29,gold,0.65877125153538629,3.686865021818476,3.028093770283089,0.658771251535387,54
2019-03-29,silver,2.78551532033426,4.17827298050139,1.39275766016713,2.7855153203342597,1
2019-03-30,gold,2.0774506804453385,5.0430443179989339,2.9655936375535963,2.0774506804453376,17
2019-03-31,gold,0.59365712349533506,3.88313728463122,3.2894801611358844,0.59365712349533561,9
2019-04-01,gold,1.5934272405265271,4.2742752618028588,2.68084802127633,1.5934272405265286,63
2019-04-01,silver,2.34375,3.90625,1.5625,2.34375,1
2019-04-02,gold,1.9574003906105226,4.4446164044687109,2.4872160138581867,1.9574003906105242,53
2019-04-03,gold,1.6575966970384111,4.2852694542810816,2.6276727572426695,1.6575966970384122,66
2019-04-04,gold,0.69723018501792267,3.2527831450842259,2.5555529600663043,0.69723018501792167,80
